trip_id,driver_id,profile_type,depart,from_edge,to_edge,vehicle_type
driver_0221_trip_002,driver_0221,event_participant,73560,-1024423910#2,481045543#7,event_vehicle
driver_0377_trip_003,driver_0377,taxi,73560,427564710#5,576645478#0,taxi
driver_0901_trip_002,driver_0901,event_participant,73560,923953844#1,443987642#0,event_vehicle
driver_0921_trip_003,driver_0921,taxi,73560,453033846#4,188246611#0,taxi
driver_0999_trip_002,driver_0999,event_participant,73560,-80912585#1,184739533#4,event_vehicle
driver_0791_trip_002,driver_0791,event_participant,73620,-1329544155#1,443984223,event_vehicle
driver_0521_trip_002,driver_0521,event_participant,73680,860062300,427774899#1,event_vehicle
driver_0527_trip_002,driver_0527,event_participant,73680,458696120#2,-834929374#0,event_vehicle
driver_0722_trip_002,driver_0722,event_participant,73680,427774912,832418849#3,event_vehicle
driver_0755_trip_002,driver_0755,event_participant,73680,541821720#3,453033846#2,event_vehicle
driver_0072_trip_002,driver_0072,event_participant,73740,80912578#3,-832418849#3,event_vehicle
driver_0787_trip_002,driver_0787,event_participant,73740,-1288222582#1,441215231#2,event_vehicle
driver_0034_trip_002,driver_0034,event_participant,73800,194344114#3,449706509,event_vehicle
driver_0301_trip_002,driver_0301,event_participant,73800,248407677,453033846#3,event_vehicle
driver_0452_trip_003,driver_0452,taxi,73800,444347150,456384920#0,taxi
driver_0515_trip_003,driver_0515,taxi,73800,-441215231#2,475299606#0,taxi
driver_0523_trip_003,driver_0523,taxi,73800,-1092152288,194344114#1,taxi
driver_0535_trip_003,driver_0535,taxi,73800,1416525356#1,-481045554#1,taxi
driver_0694_trip_002,driver_0694,event_participant,73800,444014978,542860215#4,event_vehicle
driver_0974_trip_002,driver_0974,event_participant,73800,444419548,-428012631,event_vehicle
driver_0182_trip_003,driver_0182,taxi,73860,427774900#2,80912587#0,taxi
driver_0351_trip_002,driver_0351,event_participant,73860,541821722#0,441215234,event_vehicle
driver_0777_trip_002,driver_0777,event_participant,73860,233809680#0,544809832#3,event_vehicle
driver_0949_trip_002,driver_0949,event_participant,73860,-595786397#0,544809832#2,event_vehicle
driver_0947_trip_002,driver_0947,event_participant,73920,460917763#2,-706690146#1,event_vehicle
driver_0151_trip_002,driver_0151,event_participant,74040,-80912579#3,697670537,event_vehicle
driver_0702_trip_002,driver_0702,event_participant,74040,199898038#2,734144753#1,event_vehicle
driver_0442_trip_002,driver_0442,event_participant,74100,-541821720#2,585911372#1,event_vehicle
driver_0469_trip_003,driver_0469,taxi,74100,443987648#2,-45838048#3,taxi
driver_0953_trip_002,driver_0953,event_participant,74100,536906828#0,444126136,event_vehicle
driver_0673_trip_002,driver_0673,event_participant,74160,29141670#3,453294516#1,event_vehicle
driver_0320_trip_002,driver_0320,event_participant,74220,453717289#2,448790076,event_vehicle
driver_0054_trip_002,driver_0054,event_participant,74280,-846646018#1,453294516#3,event_vehicle
driver_0199_trip_002,driver_0199,event_participant,74280,-80912578#2,-1037695960#1,event_vehicle
driver_0055_trip_003,driver_0055,taxi,74340,453294516#2,-1288222582#1,taxi
driver_0726_trip_002,driver_0726,event_participant,74340,624720031#1,-603954445#1,event_vehicle
driver_0476_trip_002,driver_0476,event_participant,74400,-585911372#2,585606281#0,event_vehicle
driver_0274_trip_002,driver_0274,event_participant,74460,-199898701#1,1445405481,event_vehicle
driver_0600_trip_002,driver_0600,event_participant,74460,-80912585#3,-605357670#2,event_vehicle
driver_0733_trip_002,driver_0733,event_participant,74460,624728721,1444575946,event_vehicle
driver_0825_trip_002,driver_0825,event_participant,74460,444151455#2,-834929374#1,event_vehicle
driver_0061_trip_002,driver_0061,event_participant,74520,440781325,427564714#1,event_vehicle
driver_0077_trip_002,driver_0077,event_participant,74520,987053826#5,445209017#1,event_vehicle
driver_0171_trip_002,driver_0171,event_participant,74520,603486754,356939302#0,event_vehicle
driver_0328_trip_002,driver_0328,event_participant,74520,255645800,538306203#0,event_vehicle
driver_0558_trip_002,driver_0558,event_participant,74520,184827120#2,427564714#0,event_vehicle
driver_0698_trip_002,driver_0698,event_participant,74520,-27336730#9,427564710#1,event_vehicle
driver_0268_trip_002,driver_0268,event_participant,74580,-27336730#9,1373650660#0,event_vehicle
driver_0631_trip_002,driver_0631,event_participant,74580,536906828#0,444126143,event_vehicle
driver_0478_trip_003,driver_0478,taxi,74640,706685590#0,442232085,taxi
driver_0804_trip_002,driver_0804,event_participant,74640,184827126#1,697670540,event_vehicle
driver_0995_trip_002,driver_0995,event_participant,74640,-427774912,427564714#2,event_vehicle
driver_0447_trip_003,driver_0447,taxi,74760,427564712#1,80912586#1,taxi
driver_0925_trip_003,driver_0925,taxi,74820,-832418849#1,519199606#0,taxi
driver_0441_trip_003,driver_0441,taxi,74880,742778601#1,206608466#5,taxi
driver_0602_trip_003,driver_0602,taxi,74940,-428012640,541821716#1,taxi
driver_0506_trip_003,driver_0506,taxi,75000,29165238#3,-496009994#3,taxi
driver_0919_trip_003,driver_0919,taxi,75000,188248177#1,194344114#3,taxi
driver_0361_trip_003,driver_0361,taxi,75060,646373239#1,1288222582#1,taxi
driver_0606_trip_003,driver_0606,taxi,75060,184739533#1,1174315794,taxi
driver_0741_trip_003,driver_0741,taxi,75120,544809834#0,458696117,taxi
driver_0986_trip_003,driver_0986,taxi,75360,585911372#2,-206608466#8,taxi
driver_0904_trip_003,driver_0904,taxi,75420,-832418849#3,1304889164,taxi
driver_0843_trip_003,driver_0843,taxi,75540,444347150,860062296#1,taxi
driver_0604_trip_003,driver_0604,taxi,75600,-194686987#4,458696120#1,taxi
